model,outcome,term,estimate,std_error,p_value,ci_low,ci_high,nobs,r_squared,control_var
rq2_inparty_vs_outparty,Tolerance for future backsliding (re-election support),party_id_7pt,-0.28533863882770333,0.1358544180883676,0.035700126851418386,-0.5516084054215507,-0.019068872233856005,76.0,0.10276580951924308,baseline_affpol_abs
rq3_frame_effects,Tolerance for future backsliding (re-election support),Intercept,4.587083586483532,1.02380806049976,7.4498523377656465e-06,2.5804566608221977,6.593710512144866,76.0,0.11945032338938255,baseline_affpol_abs
rq3_frame_effects,Tolerance for future backsliding (re-election support),"C(frame, Treatment(reference=""Policy""))[T.Democracy]",0.0813463997558137,0.6449830574040331,0.899635541317466,-1.1827971633946213,1.3454899629062487,76.0,0.11945032338938255,baseline_affpol_abs
rq3_frame_effects,Tolerance for future backsliding (re-election support),"C(frame, Treatment(reference=""Policy""))[T.Electoral]",-0.5374397369004318,0.5237860763528467,0.3048598879247747,-1.5640415821555582,0.48916210835469465,76.0,0.11945032338938255,baseline_affpol_abs
rq3_frame_effects,Tolerance for future backsliding (re-election support),C(selected_action)[T.Directing law enforcement to investigate politicians of the opposing party],-0.9669146486795493,0.7660449650496161,0.2068708676448059,-2.4683351907150413,0.5345058933559427,76.0,0.11945032338938255,baseline_affpol_abs
rq3_frame_effects,Tolerance for future backsliding (re-election support),C(selected_action)[T.Manipulating geographic boundaries of election districts],-1.2792066990119415,0.7477160141687776,0.08711454696761668,-2.7447031574465868,0.18628975942270354,76.0,0.11945032338938255,baseline_affpol_abs
rq3_frame_effects,Tolerance for future backsliding (re-election support),C(selected_action)[T.Prosecuting journalists for unfair news coverage],-0.4277881051950884,0.6675779301406762,0.5216485764256091,-1.73621680514461,0.8806405947544331,76.0,0.11945032338938255,baseline_affpol_abs
rq3_frame_effects,Tolerance for future backsliding (re-election support),C(selected_action)[T.Restructuring the state’s highest court in the incumbent’s favor],-0.1947359092665225,0.833593820826449,0.8152877107780414,-1.8285497758214975,1.4390779572884522,76.0,0.11945032338938255,baseline_affpol_abs
rq3_frame_effects,Tolerance for future backsliding (re-election support),inparty_treat,0.3955328484607683,0.48764505579464257,0.4173036019752876,-0.5602338981357563,1.3512995950572928,76.0,0.11945032338938255,baseline_affpol_abs
rq3_frame_effects,Tolerance for future backsliding (re-election support),baseline_affpol_abs,-0.004965481136809297,0.00960482069035085,0.6051715058438865,-0.0237905837678621,0.013859621494243506,76.0,0.11945032338938255,baseline_affpol_abs
rq3_frame_effects,Tolerance for future backsliding (re-election support),baseline_demnorms,-0.0016900946036106923,0.12971208413222865,0.9896041895813076,-0.2559211078624083,0.2525409186551869,76.0,0.11945032338938255,baseline_affpol_abs
rq3_frame_effects,Tolerance for future backsliding (re-election support),party_id_7pt,-0.29699477423603626,0.13520243691522624,0.028044214733122633,-0.5619866812119283,-0.032002867260144174,76.0,0.11945032338938255,baseline_affpol_abs
rq4_frame_x_party,Tolerance for future backsliding (re-election support),Intercept,4.367360456909362,1.1029339813247163,7.502324504822737e-05,2.205649576187545,6.529071337631178,76.0,0.1257603064831686,baseline_affpol_abs
rq4_frame_x_party,Tolerance for future backsliding (re-election support),"C(frame, Treatment(reference=""Policy""))[T.Democracy]",0.5888025961503889,1.1789314334164098,0.6174711896755907,-1.721860553587955,2.8994657458887327,76.0,0.1257603064831686,baseline_affpol_abs
rq4_frame_x_party,Tolerance for future backsliding (re-election support),"C(frame, Treatment(reference=""Policy""))[T.Electoral]",-0.29783677623470733,0.740238124492932,0.687424506791358,-1.7486768402243311,1.1530032877549163,76.0,0.1257603064831686,baseline_affpol_abs
rq4_frame_x_party,Tolerance for future backsliding (re-election support),C(selected_action)[T.Directing law enforcement to investigate politicians of the opposing party],-0.911383932609027,0.76426031492063,0.23306345251313743,-2.4093066246667014,0.5865387594486475,76.0,0.1257603064831686,baseline_affpol_abs
rq4_frame_x_party,Tolerance for future backsliding (re-election support),C(selected_action)[T.Manipulating geographic boundaries of election districts],-1.21236041463807,0.8299428245424588,0.1440769721563554,-2.8390184599687345,0.4142976306925945,76.0,0.1257603064831686,baseline_affpol_abs
rq4_frame_x_party,Tolerance for future backsliding (re-election support),C(selected_action)[T.Prosecuting journalists for unfair news coverage],-0.44654006659116424,0.65651994193755,0.49640174595381437,-1.7332955079210899,0.8402153747387613,76.0,0.1257603064831686,baseline_affpol_abs
rq4_frame_x_party,Tolerance for future backsliding (re-election support),C(selected_action)[T.Restructuring the state’s highest court in the incumbent’s favor],-0.13091212778752476,0.8264455309395446,0.8741386051315881,-1.750715603613115,1.4888913480380657,76.0,0.1257603064831686,baseline_affpol_abs
rq4_frame_x_party,Tolerance for future backsliding (re-election support),inparty_treat,0.7541857993042802,0.9060588506365488,0.40519415531871794,-1.0216569158171116,2.530028514425672,76.0,0.1257603064831686,baseline_affpol_abs
rq4_frame_x_party,Tolerance for future backsliding (re-election support),"C(frame, Treatment(reference=""Policy""))[T.Democracy]:inparty_treat",-0.8298091468133422,1.4462186804879134,0.5661177174803218,-3.6643456743386924,2.0047273807120076,76.0,0.1257603064831686,baseline_affpol_abs
rq4_frame_x_party,Tolerance for future backsliding (re-election support),"C(frame, Treatment(reference=""Policy""))[T.Electoral]:inparty_treat",-0.45590908165267274,1.1771749662137898,0.6985409059699299,-2.763129618933856,1.8513114556285104,76.0,0.1257603064831686,baseline_affpol_abs
rq4_frame_x_party,Tolerance for future backsliding (re-election support),baseline_affpol_abs,-0.003990578356832468,0.009789549983365502,0.6835405282837554,-0.023177743749083535,0.0151965870354186,76.0,0.1257603064831686,baseline_affpol_abs
rq4_frame_x_party,Tolerance for future backsliding (re-election support),baseline_demnorms,-0.013052013005908913,0.13549989970179924,0.9232625432140161,-0.278626936330225,0.2525229103184072,76.0,0.1257603064831686,baseline_affpol_abs
rq4_frame_x_party,Tolerance for future backsliding (re-election support),party_id_7pt,-0.30514466666022044,0.1471508172813987,0.038108433660243475,-0.593554968827396,-0.01673436449304483,76.0,0.1257603064831686,baseline_affpol_abs
rq1_any_treatment,Affective polarization (index),Intercept,4.284576160470537,0.3892826860103966,3.5619549094418703e-28,3.5215961160851452,5.047556204855929,97.0,0.08557017766068731,baseline_affpol_abs
rq1_any_treatment,Affective polarization (index),C(selected_action)[T.Directing law enforcement to investigate politicians of the opposing party],-0.36673907084575735,0.28017670307201964,0.19054914156802716,-0.9158753181740886,0.18239717648257386,97.0,0.08557017766068731,baseline_affpol_abs
rq1_any_treatment,Affective polarization (index),C(selected_action)[T.Manipulating geographic boundaries of election districts],0.12085121750697947,0.272198224842374,0.6570553182454562,-0.4126474998398094,0.6543499348537684,97.0,0.08557017766068731,baseline_affpol_abs
rq1_any_treatment,Affective polarization (index),C(selected_action)[T.Prosecuting journalists for unfair news coverage],-0.6077810493909416,0.24342471283869882,0.012532218985268335,-1.084884719501796,-0.130677379280087,97.0,0.08557017766068731,baseline_affpol_abs
rq1_any_treatment,Affective polarization (index),C(selected_action)[T.Restructuring the state’s highest court in the incumbent’s favor],-0.1553617805136625,0.2886109924937385,0.5903640121951239,-0.7210289313437499,0.41030537031642483,97.0,0.08557017766068731,baseline_affpol_abs
rq1_any_treatment,Affective polarization (index),treated_any,0.033902263540373734,0.26085345071641436,0.8965927685903344,-0.4773611051067924,0.5451656321875399,97.0,0.08557017766068731,baseline_affpol_abs
rq1_any_treatment,Affective polarization (index),baseline_affpol_abs,-0.0019806614699623562,0.0037515387809489973,0.5975272738191161,-0.00933354236722769,0.005372219427302978,97.0,0.08557017766068731,baseline_affpol_abs
rq1_any_treatment,Affective polarization (index),baseline_demnorms,0.0379867471867396,0.05439275877173351,0.484940358594421,-0.0686211010256332,0.1445945953991124,97.0,0.08557017766068731,baseline_affpol_abs
rq1_any_treatment,Affective polarization (index),party_id_7pt,-0.003952786243306583,0.07127350412545708,0.9557724690108941,-0.1436462873811694,0.13574071489455625,97.0,0.08557017766068731,baseline_affpol_abs
rq2_inparty_vs_outparty,Affective polarization (index),Intercept,4.670440684986324,0.35105195423177216,2.19029012683535e-40,3.982391497989647,5.358489871983001,76.0,0.09758190998822636,baseline_affpol_abs
rq2_inparty_vs_outparty,Affective polarization (index),C(selected_action)[T.Directing law enforcement to investigate politicians of the opposing party],-0.14265305746721457,0.29470963398240124,0.6283531320442849,-0.7202733259697026,0.43496721103527347,76.0,0.09758190998822636,baseline_affpol_abs
rq2_inparty_vs_outparty,Affective polarization (index),C(selected_action)[T.Manipulating geographic boundaries of election districts],0.14897075252897918,0.2837967084568262,0.599638353898313,-0.40726057497741397,0.7052020800353723,76.0,0.09758190998822636,baseline_affpol_abs
rq2_inparty_vs_outparty,Affective polarization (index),C(selected_action)[T.Prosecuting journalists for unfair news coverage],-0.4273676721455594,0.2737008645094883,0.11841980287487497,-0.9638115091216335,0.10907616483051474,76.0,0.09758190998822636,baseline_affpol_abs
rq2_inparty_vs_outparty,Affective polarization (index),C(selected_action)[T.Restructuring the state’s highest court in the incumbent’s favor],-0.0585332699878445,0.26504327116249665,0.8252137441674985,-0.5780085358110214,0.46094199583533246,76.0,0.09758190998822636,baseline_affpol_abs
rq2_inparty_vs_outparty,Affective polarization (index),inparty_treat,-0.32837460509840666,0.20935840634913397,0.11676900697146289,-0.738709541403411,0.08196033120659768,76.0,0.09758190998822636,baseline_affpol_abs
rq2_inparty_vs_outparty,Affective polarization (index),baseline_affpol_abs,-0.0036804110639450174,0.0040495243210602674,0.36342919425647124,-0.011617332887742157,0.004256510759852122,76.0,0.09758190998822636,baseline_affpol_abs
rq2_inparty_vs_outparty,Affective polarization (index),baseline_demnorms,-0.024593083222431922,0.05333666030514383,0.644732925940821,-0.12913101647616096,0.07994485003129712,76.0,0.09758190998822636,baseline_affpol_abs
rq2_inparty_vs_outparty,Affective polarization (index),party_id_7pt,-0.0564925009335709,0.07687412993687748,0.462418598691652,-0.2071630269527031,0.09417802508556132,76.0,0.09758190998822636,baseline_affpol_abs
rq3_frame_effects,Affective polarization (index),Intercept,4.939071030672501,0.41946420217616515,5.269549303174442e-32,4.11693630160339,5.761205759741612,76.0,0.16155265664492535,baseline_affpol_abs
rq3_frame_effects,Affective polarization (index),"C(frame, Treatment(reference=""Policy""))[T.Democracy]",-0.5604501457318781,0.26791882647440013,0.036450550435942725,-1.0855613964019386,-0.03533889506181753,76.0,0.16155265664492535,baseline_affpol_abs
rq3_frame_effects,Affective polarization (index),"C(frame, Treatment(reference=""Policy""))[T.Electoral]",-0.23934042803684336,0.2535939569033649,0.3452749815501963,-0.7363754502644412,0.25769459419075447,76.0,0.16155265664492535,baseline_affpol_abs
rq3_frame_effects,Affective polarization (index),C(selected_action)[T.Directing law enforcement to investigate politicians of the opposing party],-0.2012548555685602,0.2750465968981285,0.4643444591578543,-0.7403362795591981,0.33782656842207776,76.0,0.16155265664492535,baseline_affpol_abs
rq3_frame_effects,Affective polarization (index),C(selected_action)[T.Manipulating geographic boundaries of election districts],0.023038803260968743,0.2777168886553844,0.9338850340524545,-0.521276296402105,0.5673539029240425,76.0,0.16155265664492535,baseline_affpol_abs
rq3_frame_effects,Affective polarization (index),C(selected_action)[T.Prosecuting journalists for unfair news coverage],-0.4513455895181929,0.2669051142687395,0.09083033312195712,-0.97447000077447,0.07177882173808414,76.0,0.16155265664492535,baseline_affpol_abs
rq3_frame_effects,Affective polarization (index),C(selected_action)[T.Restructuring the state’s highest court in the incumbent’s favor],-0.13054419665811906,0.2742339017563774,0.6340513623921966,-0.6680327674405142,0.40694437412427614,76.0,0.16155265664492535,baseline_affpol_abs
rq3_frame_effects,Affective polarization (index),inparty_treat,-0.3045302518287134,0.2076882260029992,0.14257050106934202,-0.711591694807607,0.10253119115018017,76.0,0.16155265664492535,baseline_affpol_abs
rq3_frame_effects,Affective polarization (index),baseline_affpol_abs,-0.00464064233102365,0.0040218533589204755,0.24855893535474605,-0.012523330065609226,0.003242045403561926,76.0,0.16155265664492535,baseline_affpol_abs
rq3_frame_effects,Affective polarization (index),baseline_demnorms,-0.017157689378455077,0.053744227551145995,0.7495391350871452,-0.12249443975562653,0.08817906099871638,76.0,0.16155265664492535,baseline_affpol_abs
rq3_frame_effects,Affective polarization (index),party_id_7pt,-0.07655797754666804,0.08092268091826987,0.34411630747146815,-0.23516351767890367,0.08204756258556758,76.0,0.16155265664492535,baseline_affpol_abs
rq4_frame_x_party,Affective polarization (index),Intercept,4.777390543408481,0.4798364235167865,2.36732698356133e-23,3.8369284348450714,5.717852651971891,76.0,0.1747729156895932,baseline_affpol_abs
rq4_frame_x_party,Affective polarization (index),"C(frame, Treatment(reference=""Policy""))[T.Democracy]",-0.33445453665139446,0.4775982749067338,0.48374982286386436,-1.2705299545470525,0.6016208812442636,76.0,0.1747729156895932,baseline_affpol_abs
rq4_frame_x_party,Affective polarization (index),"C(frame, Treatment(reference=""Policy""))[T.Electoral]",-0.02147633425711537,0.3772304254281574,0.9545996765427719,-0.7608343819690264,0.7178817134547957,76.0,0.1747729156895932,baseline_affpol_abs
rq4_frame_x_party,Affective polarization (index),C(selected_action)[T.Directing law enforcement to investigate politicians of the opposing party],-0.1547401671052662,0.29828963069227915,0.6039294283485541,-0.7393771002238868,0.42989676601335447,76.0,0.1747729156895932,baseline_affpol_abs
rq4_frame_x_party,Affective polarization (index),C(selected_action)[T.Manipulating geographic boundaries of election districts],0.09529945700088538,0.2881921926974034,0.7408860464775124,-0.46954686131165246,0.6601457753134232,76.0,0.1747729156895932,baseline_affpol_abs
rq4_frame_x_party,Affective polarization (index),C(selected_action)[T.Prosecuting journalists for unfair news coverage],-0.4276638125157084,0.2693991299892886,0.11240558470336937,-0.9556764047611385,0.10034877972972167,76.0,0.1747729156895932,baseline_affpol_abs
rq4_frame_x_party,Affective polarization (index),C(selected_action)[T.Restructuring the state’s highest court in the incumbent’s favor],-0.09019285326446747,0.29183763528430384,0.7572823664913872,-0.6621841077550387,0.48179840122610373,76.0,0.1747729156895932,baseline_affpol_abs
rq4_frame_x_party,Affective polarization (index),inparty_treat,-0.05689152950738752,0.3170616889492168,0.8575972276322009,-0.6783210207252938,0.5645379617105187,76.0,0.1747729156895932,baseline_affpol_abs
rq4_frame_x_party,Affective polarization (index),"C(frame, Treatment(reference=""Policy""))[T.Democracy]:inparty_treat",-0.3781311146288161,0.5452743897951712,0.4880150104044306,-1.4468492803194062,0.6905870510617741,76.0,0.1747729156895932,baseline_affpol_abs
rq4_frame_x_party,Affective polarization (index),"C(frame, Treatment(reference=""Policy""))[T.Electoral]:inparty_treat",-0.44504380796006116,0.43747448962647206,0.3090096390289261,-1.302478051782988,0.4123904358628656,76.0,0.1747729156895932,baseline_affpol_abs
rq4_frame_x_party,Affective polarization (index),baseline_affpol_abs,-0.003947127356845437,0.00423897803733826,0.35177561681809244,-0.01225537164128471,0.004361116927593837,76.0,0.1747729156895932,baseline_affpol_abs
rq4_frame_x_party,Affective polarization (index),baseline_demnorms,-0.026187189575138076,0.053616848172322235,0.6252570197916325,-0.13127428095744187,0.07889990180716573,76.0,0.1747729156895932,baseline_affpol_abs
rq4_frame_x_party,Affective polarization (index),party_id_7pt,-0.08299566800913566,0.07778127825443598,0.285954163491729,-0.23544417205931867,0.06945283604104735,76.0,0.1747729156895932,baseline_affpol_abs
rq1_any_treatment,Affective polarization (latent),Intercept,0.34262243947665183,0.43286707592451035,0.42864129510542714,-0.5057814394285536,1.1910263183818572,97.0,0.044563032529520985,baseline_affpol_abs
rq1_any_treatment,Affective polarization (latent),C(selected_action)[T.Directing law enforcement to investigate politicians of the opposing party],-0.28513642242541953,0.37769189121969043,0.45028227338825066,-1.0253989264688326,0.45512608161799356,97.0,0.044563032529520985,baseline_affpol_abs
rq1_any_treatment,Affective polarization (latent),C(selected_action)[T.Manipulating geographic boundaries of election districts],-0.012823062281404174,0.376623126627052,0.9728393019585738,-0.7509908262152943,0.725344701652486,97.0,0.044563032529520985,baseline_affpol_abs
rq1_any_treatment,Affective polarization (latent),C(selected_action)[T.Prosecuting journalists for unfair news coverage],-0.23670600441155482,0.3292044245977857,0.47212590356956796,-0.8819348201744466,0.408522811351337,97.0,0.044563032529520985,baseline_affpol_abs
rq1_any_treatment,Affective polarization (latent),C(selected_action)[T.Restructuring the state’s highest court in the incumbent’s favor],0.19264621257114323,0.35927881810003975,0.5918185826102365,-0.511527331313052,0.8968197564553384,97.0,0.044563032529520985,baseline_affpol_abs
rq1_any_treatment,Affective polarization (latent),treated_any,-0.05427516498252699,0.23372763486061351,0.8163706880631645,-0.5123729115010579,0.4038225815360039,97.0,0.044563032529520985,baseline_affpol_abs
rq1_any_treatment,Affective polarization (latent),baseline_affpol_abs,-0.004518343350807537,0.004216255296610226,0.28387797388259794,-0.012782051881789824,0.0037453651801747506,97.0,0.044563032529520985,baseline_affpol_abs
rq1_any_treatment,Affective polarization (latent),baseline_demnorms,-0.009225051550856692,0.053507562902522315,0.8631179637962619,-0.11409794774031191,0.09564784463859853,97.0,0.044563032529520985,baseline_affpol_abs
rq1_any_treatment,Affective polarization (latent),party_id_7pt,-0.026779464068689023,0.0844003611843198,0.7510229040664819,-0.19220113227212818,0.13864220413475012,97.0,0.044563032529520985,baseline_affpol_abs
rq2_inparty_vs_outparty,Affective polarization (latent),Intercept,0.21123368662315994,0.4980671832876025,0.6714879157944025,-0.7649600545018509,1.187427427748171,76.0,0.024702460214782174,baseline_affpol_abs
rq2_inparty_vs_outparty,Affective polarization (latent),C(selected_action)[T.Directing law enforcement to investigate politicians of the opposing party],-0.16414051501113125,0.4137288097515025,0.69156321611222,-0.9750340814907,0.6467530514684375,76.0,0.024702460214782174,baseline_affpol_abs
rq2_inparty_vs_outparty,Affective polarization (latent),C(selected_action)[T.Manipulating geographic boundaries of election districts],-0.13798513074614166,0.4157055511024137,0.7399421400203401,-0.9527530390802474,0.6767827775879642,76.0,0.024702460214782174,baseline_affpol_abs
rq2_inparty_vs_outparty,Affective polarization (latent),C(selected_action)[T.Prosecuting journalists for unfair news coverage],-0.27481322893591037,0.36901192912875147,0.45643663902818266,-0.9980633198939102,0.4484368620220894,76.0,0.024702460214782174,baseline_affpol_abs
rq2_inparty_vs_outparty,Affective polarization (latent),C(selected_action)[T.Restructuring the state’s highest court in the incumbent’s favor],0.10950877246194898,0.41132421330481983,0.7900584717129748,-0.6966718715847687,0.9156894165086668,76.0,0.024702460214782174,baseline_affpol_abs
rq2_inparty_vs_outparty,Affective polarization (latent),inparty_treat,0.09976687781955883,0.2567556078835783,0.6975961320590746,-0.40346486646094304,0.6029986221000607,76.0,0.024702460214782174,baseline_affpol_abs
rq2_inparty_vs_outparty,Affective polarization (latent),baseline_affpol_abs,-0.00300894391358463,0.004850714727290574,0.5350541113062992,-0.012516170078352184,0.0064982822511829245,76.0,0.024702460214782174,baseline_affpol_abs
rq2_inparty_vs_outparty,Affective polarization (latent),baseline_demnorms,-0.012943553034259179,0.06391427314843146,0.8395146955475841,-0.13821322650324028,0.11232612043472193,76.0,0.024702460214782174,baseline_affpol_abs
rq2_inparty_vs_outparty,Affective polarization (latent),party_id_7pt,-0.021786414222195905,0.10328126575292722,0.8329320960167111,-0.22421397537564336,0.18064114693125155,76.0,0.024702460214782174,baseline_affpol_abs
rq3_frame_effects,Affective polarization (latent),Intercept,0.3944767763721794,0.5109288171565006,0.44006837388143294,-0.6069253039182123,1.3958788566625713,76.0,0.0408166578040815,baseline_affpol_abs
rq3_frame_effects,Affective polarization (latent),"C(frame, Treatment(reference=""Policy""))[T.Democracy]",0.1370877484452484,0.33864049362808063,0.685611337738304,-0.5266354227726553,0.8008109196631521,76.0,0.0408166578040815,baseline_affpol_abs
rq3_frame_effects,Affective polarization (latent),"C(frame, Treatment(reference=""Policy""))[T.Electoral]",-0.21881200421355076,0.30343918499753725,0.4708439200742224,-0.8135418783069104,0.3759178698798089,76.0,0.0408166578040815,baseline_affpol_abs
rq3_frame_effects,Affective polarization (latent),C(selected_action)[T.Directing law enforcement to investigate politicians of the opposing party],-0.18582061830348778,0.40499782891119057,0.646364292327186,-0.9796017767863359,0.6079605401793604,76.0,0.0408166578040815,baseline_affpol_abs
rq3_frame_effects,Affective polarization (latent),C(selected_action)[T.Manipulating geographic boundaries of election districts],-0.17138161981151045,0.41518332327590796,0.6797638392221762,-0.9851259804139404,0.6423627407909195,76.0,0.0408166578040815,baseline_affpol_abs
rq3_frame_effects,Affective polarization (latent),C(selected_action)[T.Prosecuting journalists for unfair news coverage],-0.2921722786052703,0.36496578943743674,0.42339392686890653,-1.007492081491875,0.4231475242813346,76.0,0.0408166578040815,baseline_affpol_abs
rq3_frame_effects,Affective polarization (latent),C(selected_action)[T.Restructuring the state’s highest court in the incumbent’s favor],0.08727402430935517,0.44052929922312406,0.8429576426732402,-0.7761475363026368,0.9506955849213471,76.0,0.0408166578040815,baseline_affpol_abs
rq3_frame_effects,Affective polarization (latent),inparty_treat,0.03952695107849265,0.266171925637307,0.8819469403971968,-0.48216043686630256,0.5612143390232879,76.0,0.0408166578040815,baseline_affpol_abs
rq3_frame_effects,Affective polarization (latent),baseline_affpol_abs,-0.003367423814013802,0.004731658265858554,0.47666331394919403,-0.012641303602247815,0.005906455974220211,76.0,0.0408166578040815,baseline_affpol_abs
rq3_frame_effects,Affective polarization (latent),baseline_demnorms,-0.034050703356599474,0.06593721737932352,0.6055673953251849,-0.16328527466086212,0.09518386794766316,76.0,0.0408166578040815,baseline_affpol_abs
rq3_frame_effects,Affective polarization (latent),party_id_7pt,-0.02394022611906705,0.10471005606822059,0.8191537884938282,-0.22916816483194913,0.18128771259381504,76.0,0.0408166578040815,baseline_affpol_abs
rq4_frame_x_party,Affective polarization (latent),Intercept,0.38598833075564254,0.5573119906959454,0.4885673167037321,-0.7063230991607322,1.4782997606720172,76.0,0.05036567551536719,baseline_affpol_abs
rq4_frame_x_party,Affective polarization (latent),"C(frame, Treatment(reference=""Policy""))[T.Democracy]",0.3909769913737793,0.5778791475857569,0.4986773948615433,-0.7416453253110107,1.5235993080585692,76.0,0.05036567551536719,baseline_affpol_abs
rq4_frame_x_party,Affective polarization (latent),"C(frame, Treatment(reference=""Policy""))[T.Electoral]",-0.27560129709324116,0.4048621012208995,0.4960431020078967,-1.0691164341914141,0.5179138400049317,76.0,0.05036567551536719,baseline_affpol_abs
rq4_frame_x_party,Affective polarization (latent),C(selected_action)[T.Directing law enforcement to investigate politicians of the opposing party],-0.19266008539507581,0.4072347137847416,0.6361464926348883,-0.9908254576676464,0.6055052868774947,76.0,0.05036567551536719,baseline_affpol_abs
rq4_frame_x_party,Affective polarization (latent),C(selected_action)[T.Manipulating geographic boundaries of election districts],-0.20546963528601886,0.4666064856772179,0.6596844560281805,-1.1200015421661704,0.7090622715941328,76.0,0.05036567551536719,baseline_affpol_abs
rq4_frame_x_party,Affective polarization (latent),C(selected_action)[T.Prosecuting journalists for unfair news coverage],-0.3524656912087187,0.3949190731762654,0.372124425146957,-1.126492851442137,0.42156146902469965,76.0,0.05036567551536719,baseline_affpol_abs
rq4_frame_x_party,Affective polarization (latent),C(selected_action)[T.Restructuring the state’s highest court in the incumbent’s favor],0.10024937405407164,0.4290498594174994,0.815253315646727,-0.7406728979762005,0.9411716460843438,76.0,0.05036567551536719,baseline_affpol_abs
rq4_frame_x_party,Affective polarization (latent),inparty_treat,0.07924367743477437,0.4195128766424263,0.8501754999366338,-0.7429864518351758,0.9014738067047244,76.0,0.05036567551536719,baseline_affpol_abs
rq4_frame_x_party,Affective polarization (latent),"C(frame, Treatment(reference=""Policy""))[T.Democracy]:inparty_treat",-0.40153844437654695,0.7016499985514618,0.5671340508997291,-1.7767471712899932,0.9736702825368994,76.0,0.05036567551536719,baseline_affpol_abs
